Gene	log2FoldChange (<0 higher in 4, >0 higher in 15)	Padj 4 v 15	log2FoldChange (<0 higher in 15, >0 higher in 20)	Padj 15 v 20	log2FoldChange (<0 higher in 4, >0 higher in 20)	Padj 4 v 20	Gene Name	Pathway
sps_RS17415	0.05102	0.94603	-0.10822	0.94285	-0.05719	0.95414	30S ribosomal protein S12 methylthiotransferase accessory protein YcaO	Function Unknown
sps_RS17850	-0.05091	0.95746	-0.01881	0.99054	-0.06972	0.95414	glycosyl transferase	Cell wall/membrane/envelop biogenesis
sps_RS21960	-0.14094	0.92018	0.02903	0.99163	-0.11191	0.95414	IS5/IS1182 family transposase	Replication and repair
sps_RS05350	0.21205	0.50547	-0.17829	0.83883	0.03376	0.95431	MATE family efflux transporter	Function Unknown
sps_RS06015	0.29686	0.51797	-0.34557	0.70704	-0.04871	0.95437	DUF3488 domain-containing protein	Amino Acid metabolis and transport
sps_RS07770	0.43085	0.73831	-0.30969	0.92568	0.12116	0.95437	curlin	Function Unknown
sps_RS10450	0.17693	0.67966	-0.21846	0.84021	-0.04152	0.95437	1-deoxy-D-xylulose-5-phosphate reductoisomerase	Lipid metabolism
sps_RS12230	-0.72361	0.60696	0.58501	0.88705	-0.13860	0.95437	hypothetical protein	NA
sps_RS16700	-0.36197	0.80558	0.49121	0.89913	0.12924	0.95437	phosphotyrosine protein phosphatase	Signal Transduction
sps_RS04495	0.26544	0.64532	-0.32198	0.81414	-0.05655	0.95442	hypothetical protein	Function Unknown
sps_RS23420	0.95477	0.16642	-0.87072	0.42372	0.08405	0.95504	TetR/AcrR family transcriptional regulator	Transcription
sps_RS04455	0.06327	0.96276	0.03206	0.99005	0.09533	0.95526	DUF2989 domain-containing protein	Function Unknown
sps_RS00430	0.62124	0.68137	-0.76519	0.84024	-0.14394	0.95628	23S ribosomal RNA	NA
sps_RS06875	0.62136	0.42273	-0.70473	0.60848	-0.08337	0.95628	hypothetical protein	Function Unknown
sps_RS14415	-0.13799	0.86576	0.07050	0.97167	-0.06748	0.95628	NAD(P)H-quinone oxidoreductase	Energy production and conversion
sps_RS04255	-1.24786	0.44653	1.42001	0.63782	0.17215	0.95646	hypothetical protein	NA
sps_RS16430	0.23509	0.83314	-0.33015	0.90530	-0.09507	0.95646	acyl carrier protein	Lipid metabolism
sps_RS18375	-0.38892	0.91211	0.65916	0.93075	0.27024	0.95646	polysaccharide biosynthesis protein	Cell wall/membrane/envelop biogenesis
sps_RS06895	0.46161	0.67583	-0.56557	0.83883	-0.10396	0.95668	serine protease	Post-translational modification, protein turnover, chaperone functions
sps_RS09845	0.16498	0.78600	-0.21745	0.89180	-0.05247	0.95668	LysR family transcriptional regulator	Transcription
sps_RS13650	0.66531	0.03878	-0.70713	0.05742	-0.04182	0.95668	hypothetical protein	Function Unknown
sps_RS14795	-0.35123	0.32302	0.39017	0.49476	0.03894	0.95668	alpha/beta hydrolase	Function Unknown
sps_RS24560	-0.52496	0.33808	0.46593	0.68980	-0.05902	0.95668	hydrolase	Secondary Structure
sps_RS26650	-0.89668	0.64060	1.07929	0.81246	0.18261	0.95668	fimbrial protein	Intracellular trafficking and secretion
sps_RS00965	0.06113	0.94896	-0.12922	0.94613	-0.06809	0.95672	efflux RND transporter periplasmic adaptor subunit	Function Unknown
sps_RS16330	1.84076	0.00029	-1.91304	0.00030	-0.07228	0.95672	hypothetical protein	Function Unknown
sps_RS19300	-0.63161	0.16148	0.68314	0.25848	0.05153	0.95672	hypothetical protein	NA
sps_RS20645	0.47279	0.80125	-0.31253	0.94361	0.16026	0.95672	hypothetical protein	Function Unknown
sps_RS21215	0.35505	0.75467	-0.25460	0.92959	0.10045	0.95769	Na(+)-translocating NADH-quinone reductase subunit C	Energy production and conversion
sps_RS07930	-0.14279	0.92883	0.26070	0.93664	0.11791	0.95776	hypothetical protein	NA
sps_RS01720	-0.19480	0.91839	0.05482	0.98984	-0.13998	0.95796	tRNA-Thr	NA
sps_RS12120	-0.70560	0.57997	0.58228	0.87386	-0.12332	0.95796	hypothetical protein	NA
sps_RS17090	-1.15209	0.81257	0.77240	0.94931	-0.37969	0.95796	hypothetical protein	NA
sps_RS20805	0.45298	0.60690	-0.36913	0.88473	0.08386	0.95796	hypothetical protein	Signal Transduction
sps_RS00150	-3.81762	0.33103	3.45721	0.67074	-0.36042	0.95887	hypothetical protein	NA
sps_RS12670	-0.76842	0.30116	0.69023	0.63936	-0.07819	0.95887	DUF1294 domain-containing protein	Transcription
sps_RS12660	-1.79176	0.00032	1.72629	0.00111	-0.06547	0.95927	hypothetical protein	Function Unknown
sps_RS00390	-0.20773	0.84525	0.12292	0.96217	-0.08481	0.95944	hypothetical protein	Replication and repair
sps_RS00550	0.41019	0.76455	-0.52743	0.88510	-0.11724	0.95944	flagellar basal body rod protein FlgC	Cell motility
sps_RS05295	0.58813	0.79028	-0.40485	0.93832	0.18328	0.95944	leucine-responsive transcriptional regulator Lrp	Transcription
sps_RS16555	0.05359	0.94000	-0.00357	0.99748	0.05001	0.95944	DUF2959 domain-containing protein	Function Unknown
sps_RS17285	-0.18036	0.83909	0.25082	0.90662	0.07046	0.95944	ethylbenzene dehydrogenase	Function Unknown
sps_RS04505	-0.09979	0.94983	0.20934	0.94931	0.10955	0.95948	DUF2987 domain-containing protein	Function Unknown
sps_RS06370	0.47525	0.58993	-0.55790	0.77347	-0.08265	0.95948	membrane zinc metalloprotease	Function Unknown
sps_RS07325	-1.30511	0.47572	1.12495	0.81135	-0.18016	0.95948	hypothetical protein	NA
sps_RS15050	0.22091	0.80575	-0.14739	0.94518	0.07352	0.95948	hydrolase TatD	Replication and repair
sps_RS20115	-0.33445	0.81833	0.45176	0.90265	0.11732	0.95948	hypothetical protein	Signal Transduction
sps_RS21995	0.00269	0.99832	0.05156	0.97436	0.05425	0.95948	GMC family oxidoreductase	Amino Acid metabolis and transport
sps_RS12000	0.13849	0.80808	-0.09231	0.94613	0.04618	0.95957	L-aspartate oxidase	Coenzyme metabolism
sps_RS13570	-0.85528	0.67905	0.67234	0.90610	-0.18294	0.95957	response regulator	Signal Transduction
sps_RS27565	-1.00194	0.21988	0.91395	0.51309	-0.08799	0.95957	hypothetical protein	Function Unknown
sps_RS27770	0.34697	0.54074	-0.29299	0.85371	0.05398	0.95957	phosphate ABC transporter permease subunit PstC	Inorganic ion transport and metabolism
sps_RS02675	-0.21389	0.81956	0.28782	0.90444	0.07393	0.95960	DJ-1/PfpI family protein	Function Unknown
sps_RS11965	0.17672	0.82682	-0.24060	0.90530	-0.06387	0.95960	ribonuclease III	Transcription
sps_RS19930	0.45008	0.61344	-0.36900	0.88654	0.08108	0.95960	LysR family transcriptional regulator	Transcription
sps_RS21230	-0.73869	0.08995	0.68812	0.25848	-0.05057	0.95960	S-ribosylhomocysteine lyase	Signal Transduction
sps_RS02045	0.18435	0.90972	-0.29939	0.93212	-0.11503	0.95978	magnesium and cobalt transport protein CorA	Inorganic ion transport and metabolism
sps_RS19685	-0.00799	0.99524	-0.06797	0.97550	-0.07597	0.95978	aldehyde dehydrogenase family protein	Energy production and conversion
sps_RS07090	-0.69484	0.61475	0.81715	0.79425	0.12231	0.95991	hypothetical protein	Replication and repair
sps_RS22810	0.26324	0.53476	-0.30318	0.73417	-0.03994	0.95991	ATPase	Post-translational modification, protein turnover, chaperone functions
sps_RS20680	0.16596	0.86502	-0.09231	0.96861	0.07364	0.96011	DUF998 domain-containing protein	Function Unknown
sps_RS00760	-0.84461	0.56973	0.97840	0.76079	0.13379	0.96041	hypothetical protein	Function Unknown
sps_RS00920	-0.78198	0.61681	0.64666	0.88699	-0.13532	0.96041	hypothetical protein	NA
sps_RS08015	-0.90425	0.59724	1.04732	0.78532	0.14307	0.96041	hypothetical protein	NA
sps_RS08330	-0.32537	0.73200	0.24669	0.92065	-0.07868	0.96041	hypothetical protein	Signal Transduction
sps_RS17825	1.15148	0.08142	-1.22829	0.12820	-0.07681	0.96041	hypothetical protein	Function Unknown
sps_RS18230	-2.37164	0.25471	2.58778	0.40225	0.21614	0.96041	four helix bundle protein	Function Unknown
sps_RS27615	0.65882	0.40767	-0.73737	0.60560	-0.07855	0.96041	GntR family transcriptional regulator	Transcription
sps_RS00090	-0.74690	0.49214	0.84409	0.69589	0.09719	0.96065	DNA cytosine methyltransferase	Replication and repair
sps_RS00575	0.17863	0.80351	-0.12500	0.94151	0.05363	0.96065	hypothetical protein	Function Unknown
sps_RS02430	0.21501	0.72672	-0.26345	0.87126	-0.04844	0.96065	monovalent cation/H+ antiporter subunit D	Inorganic ion transport and metabolism
sps_RS02435	-0.32583	0.79137	0.23514	0.93575	-0.09069	0.96065	hypothetical protein	NA
sps_RS02780	0.37624	0.51508	-0.32243	0.83676	0.05382	0.96065	arginyltransferase	Post-translational modification, protein turnover, chaperone functions
sps_RS02865	-1.30698	0.55727	1.50332	0.75198	0.19634	0.96065	hypothetical protein	Function Unknown
sps_RS03470	-0.09128	0.80316	0.06331	0.94151	-0.02797	0.96065	ATP-dependent helicase	Replication and repair
sps_RS04465	-0.56833	0.52978	0.48929	0.84529	-0.07904	0.96065	hypothetical protein	NA
sps_RS04900	0.21452	0.90838	-0.09337	0.98008	0.12116	0.96065	type III secretion protein	Intracellular trafficking and secretion
sps_RS05940	0.34152	0.54082	-0.29201	0.85112	0.04951	0.96065	methyltransferase domain-containing protein	Secondary Structure
sps_RS06270	0.10457	0.91839	-0.03606	0.98651	0.06851	0.96065	LysE family translocator	Amino Acid metabolis and transport
sps_RS07240	0.07653	0.91149	-0.12298	0.93495	-0.04645	0.96065	hypothetical protein	Function Unknown
sps_RS07630	-0.35104	0.52704	0.30184	0.84481	-0.04920	0.96065	multidrug transporter	Function Unknown
sps_RS09390	-0.37606	0.49416	0.42526	0.70040	0.04920	0.96065	AcrB/AcrD/AcrF family protein	Function Unknown
sps_RS09600	-0.13053	0.91951	0.22094	0.93566	0.09041	0.96065	AraC family transcriptional regulator	Transcription
sps_RS09620	-0.32763	0.77363	0.41738	0.89016	0.08976	0.96065	amphi-Trp domain-containing protein	Function Unknown
sps_RS09790	0.84071	0.29932	-0.76076	0.62836	0.07995	0.96065	lipase	Function Unknown
sps_RS12465	0.74785	0.52212	-0.64132	0.84042	0.10653	0.96065	hypothetical protein	NA
sps_RS13500	0.42691	0.78589	-0.30769	0.93502	0.11922	0.96065	hypothetical protein	Function Unknown
sps_RS15770	1.80870	0.07610	-1.92091	0.12348	-0.11221	0.96065	hypothetical protein	NA
sps_RS16270	-0.52013	0.45611	0.45499	0.78532	-0.06514	0.96065	50S ribosomal protein L28	Translation
sps_RS16685	0.57254	0.28169	-0.62579	0.44516	-0.05325	0.96065	hypothetical protein	NA
sps_RS17315	-0.45068	0.47838	0.39297	0.80673	-0.05771	0.96065	SDR family NAD(P)-dependent oxidoreductase	Carbohydrate metabolism and transport
sps_RS17845	1.07844	0.16223	-0.99671	0.40362	0.08173	0.96065	glycosyltransferase family 1 protein	Cell wall/membrane/envelop biogenesis
sps_RS18030	-0.23512	0.72672	0.18124	0.91954	-0.05388	0.96065	sigma-54-dependent Fis family transcriptional regulator	Signal Transduction
sps_RS18855	0.11837	0.88928	-0.05917	0.97436	0.05920	0.96065	tRNA adenosine(34) deaminase TadA	Nucleotide metabolism and transport
sps_RS19310	-0.03099	0.98591	0.12073	0.96839	0.08973	0.96065	hypothetical protein	Function Unknown
sps_RS19415	0.91504	0.68062	-1.11814	0.85112	-0.20310	0.96065	hypothetical protein	NA
sps_RS20545	0.71188	0.41953	-0.62809	0.75421	0.08380	0.96065	glycerophosphodiester phosphodiesterase	Energy production and conversion
sps_RS20685	0.51325	0.33730	-0.46157	0.67715	0.05168	0.96065	PAS domain S-box protein	Signal Transduction
sps_RS21360	-0.23376	0.69797	0.18592	0.91004	-0.04784	0.96065	multidrug transporter	Amino Acid metabolis and transport
sps_RS24075	-0.30398	0.57056	0.25658	0.86898	-0.04739	0.96065	flagellar motor protein MotA	Intracellular trafficking and secretion
sps_RS25610	-0.00867	0.99524	-0.06054	0.97734	-0.06921	0.96065	LPS export ABC transporter periplasmic protein LptC	Cell wall/membrane/envelop biogenesis
sps_RS26215	0.37342	0.57056	-0.31468	0.86898	0.05874	0.96065	ABC transporter permease	Function Unknown
sps_RS26485	-0.10836	0.91606	0.03878	0.98612	-0.06958	0.96065	carboxylating nicotinate-nucleotide diphosphorylase	Coenzyme metabolism
sps_RS26790	-0.51684	0.67832	0.41435	0.90444	-0.10249	0.96065	type II secretion system protein M	Intracellular trafficking and secretion
sps_RS08465	-0.59976	0.66557	0.48702	0.90265	-0.11274	0.96090	DUF3365 domain-containing protein	Signal Transduction
sps_RS11130	0.53865	0.43041	-0.47652	0.76187	0.06213	0.96090	Na(+)-translocating NADH-quinone reductase subunit A	Energy production and conversion
sps_RS22505	1.13117	0.00676	-1.18022	0.00863	-0.04905	0.96090	iron ABC transporter substrate-binding protein	Inorganic ion transport and metabolism
sps_RS26205	-0.37753	0.79170	0.27149	0.93579	-0.10603	0.96090	DUF615 domain-containing protein	Function Unknown
sps_RS26220	0.83432	0.26079	-0.76130	0.57456	0.07302	0.96090	ABC transporter permease	Function Unknown
sps_RS02840	0.74789	0.13214	-0.79997	0.22310	-0.05208	0.96112	class GN sortase	Function Unknown
sps_RS19745	-0.75427	0.73062	0.58490	0.91954	-0.16936	0.96112	hypothetical protein	NA
sps_RS01645	-0.53947	0.72929	0.65850	0.87155	0.11903	0.96116	hypothetical protein	Function Unknown
sps_RS07190	-0.31619	0.65619	0.25951	0.89913	-0.05668	0.96116	hypothetical protein	Carbohydrate metabolism and transport
sps_RS10110	0.09383	0.91606	-0.03678	0.98538	0.05705	0.96116	hypothetical protein	Function Unknown
sps_RS13385	-0.12369	0.94107	0.01922	0.99469	-0.10447	0.96116	ISAs1 family transposase	Replication and repair
sps_RS15955	-0.16712	0.86107	0.23266	0.91954	0.06554	0.96116	cell division protein ZapB	Function Unknown
sps_RS17185	-0.23884	0.76116	0.29751	0.88705	0.05867	0.96116	hypothetical protein	NA
sps_RS20475	0.28600	0.57783	-0.24314	0.87006	0.04286	0.96116	N-acetyltransferase	Transcription
sps_RS23680	-1.19184	0.72865	0.92833	0.91954	-0.26351	0.96116	EAL domain-containing protein	Signal Transduction
sps_RS26700	-0.20806	0.89061	0.10794	0.97436	-0.10013	0.96116	DUF1439 domain-containing protein	Function Unknown
sps_RS07070	-0.68619	0.60658	0.58036	0.87820	-0.10583	0.96140	IS256 family transposase	Replication and repair
sps_RS19045	-0.45441	0.81637	0.31945	0.94582	-0.13496	0.96140	hypothetical protein	NA
sps_RS22455	-0.21184	0.79456	0.26937	0.90083	0.05753	0.96140	TetR/AcrR family transcriptional regulator	NA
sps_RS23535	-0.22542	0.76918	0.16961	0.93047	-0.05580	0.96140	cob(I)yrinic acid a,c-diamide adenosyltransferase	Coenzyme metabolism
sps_RS24820	0.20013	0.92418	-0.33477	0.94151	-0.13464	0.96140	methylamine utilization protein	Function Unknown
sps_RS24880	-0.46867	0.76138	0.35382	0.92696	-0.11485	0.96140	TIGR02444 family protein	Function Unknown
sps_RS09750	1.11455	0.00724	-1.06785	0.02212	0.04670	0.96165	DUF2797 domain-containing protein	Function Unknown
sps_RS10455	0.12309	0.88426	-0.06755	0.97219	0.05554	0.96165	phosphatidate cytidylyltransferase	Lipid metabolism
sps_RS19315	0.11558	0.90466	-0.05455	0.97734	0.06102	0.96165	hypothetical protein	Function Unknown
sps_RS00600	-0.69543	0.23595	0.74668	0.38984	0.05125	0.96221	flagellar hook-basal body complex protein FliE	Cell motility
sps_RS02155	-1.08189	0.69309	0.87507	0.90662	-0.20682	0.96221	hypothetical protein	NA
sps_RS05145	1.08076	0.07851	-1.14389	0.12820	-0.06313	0.96221	type VI secretion system protein TssA	Function Unknown
sps_RS08740	-0.01535	0.98933	0.06630	0.97126	0.05095	0.96221	chorismate synthase	Amino Acid metabolis and transport
sps_RS12815	0.16934	0.74830	-0.20816	0.88315	-0.03882	0.96221	peptide deformylase	Translation
sps_RS15745	-0.37480	0.60208	0.31753	0.87751	-0.05726	0.96221	noncanonical pyrimidine nucleotidase, YjjG family	Function Unknown
sps_RS07175	0.30626	0.73472	-0.24047	0.92001	0.06579	0.96318	transposase	Replication and repair
sps_RS10675	-0.36792	0.56992	0.41867	0.76776	0.05075	0.96318	DUF3313 domain-containing protein	Function Unknown
sps_RS13175	-0.07202	0.89836	0.10702	0.93212	0.03501	0.96318	U32 family peptidase	Post-translational modification, protein turnover, chaperone functions
sps_RS17075	-0.79189	0.71504	0.64571	0.91342	-0.14618	0.96318	DUF2730 domain-containing protein	NA
sps_RS20525	-0.54000	0.76510	0.66800	0.89016	0.12800	0.96318	hypothetical protein	Function Unknown
sps_RS20780	-1.26439	0.54743	1.09691	0.85108	-0.16749	0.96318	SHOCT domain-containing protein	NA
sps_RS22730	-0.88172	0.15915	0.94026	0.26638	0.05853	0.96318	GNAT family N-acetyltransferase	Transcription
sps_RS22775	-0.33288	0.70832	0.26756	0.91111	-0.06532	0.96318	DUF3019 domain-containing protein	Function Unknown
sps_RS25640	0.25960	0.73335	-0.31494	0.87529	-0.05534	0.96318	RNase adapter RapZ	Function Unknown
sps_RS13495	0.75377	0.58952	-0.86591	0.78743	-0.11214	0.96330	hypothetical protein	NA
sps_RS20050	-0.91185	0.73335	0.71928	0.91954	-0.19257	0.96330	hypothetical protein	NA
sps_RS24250	-0.04385	0.95102	0.00277	0.99763	-0.04107	0.96330	class I SAM-dependent methyltransferase	Secondary Structure
sps_RS01175	0.23962	0.69342	-0.28391	0.85648	-0.04430	0.96341	RNA-binding transcriptional accessory protein	Transcription
sps_RS01450	0.15226	0.79975	-0.11195	0.93664	0.04031	0.96341	signal recognition particle-docking protein FtsY	Intracellular trafficking and secretion
sps_RS02185	-0.13993	0.87974	0.08293	0.96869	-0.05700	0.96341	hypothetical protein	Function Unknown
sps_RS03785	0.03575	0.98040	0.03560	0.98894	0.07135	0.96341	response regulator	Signal Transduction
sps_RS05650	-0.21623	0.86997	0.29873	0.92471	0.08251	0.96341	tRNA-Asn	NA
sps_RS08825	0.02580	0.97905	0.02315	0.98984	0.04895	0.96341	DUF3379 domain-containing protein	Function Unknown
sps_RS09340	-1.71177	0.59724	1.49397	0.87126	-0.21780	0.96341	IS5/IS1182 family transposase	Replication and repair
sps_RS11350	0.95217	0.07601	-1.00520	0.12506	-0.05302	0.96341	1,4-alpha-glucan branching protein GlgB	Carbohydrate metabolism and transport
sps_RS16835	-0.32011	0.82370	0.22595	0.94803	-0.09416	0.96341	META domain-containing protein	NA
sps_RS20650	-0.28279	0.85706	0.37997	0.91954	0.09718	0.96341	hypothetical protein	Inorganic ion transport and metabolism
sps_RS22265	-0.01149	0.99705	-0.11895	0.97919	-0.13044	0.96341	IS4 family transposase	Replication and repair
sps_RS22280	-0.19908	0.75626	0.24330	0.88796	0.04423	0.96341	hypothetical protein	Function Unknown
sps_RS23380	-0.13306	0.92415	0.21441	0.94151	0.08135	0.96341	hypothetical protein	NA
sps_RS24815	0.28763	0.62130	-0.24417	0.88473	0.04346	0.96341	hypothetical protein	Energy production and conversion
sps_RS10480	-0.43980	0.68454	0.36185	0.90444	-0.07795	0.96382	30S ribosomal protein S2	Translation
sps_RS10705	-0.72154	0.67832	0.84683	0.85108	0.12529	0.96382	hypothetical protein	Transcription
sps_RS04435	-0.54183	0.68496	0.44670	0.90444	-0.09513	0.96411	sensor domain-containing diguanylate cyclase	Signal Transduction
sps_RS11840	-0.71546	0.32993	0.65619	0.65817	-0.05927	0.96411	trp operon repressor	Transcription
sps_RS12270	-0.51457	0.53358	0.57750	0.74379	0.06293	0.96411	type III secretion protein	Intracellular trafficking and secretion
sps_RS14740	0.01896	0.98112	0.01939	0.98937	0.03835	0.96411	histidine kinase	Signal Transduction
sps_RS15840	0.08888	0.93866	-0.02471	0.99054	0.06418	0.96411	saccharopine dehydrogenase	Amino Acid metabolis and transport
sps_RS15930	-0.05619	0.94715	0.01025	0.99370	-0.04595	0.96411	branched-chain amino acid aminotransferase	Amino Acid metabolis and transport
sps_RS25315	0.02408	0.99186	0.06259	0.98538	0.08667	0.96411	hypothetical protein	NA
sps_RS26580	0.48275	0.38842	-0.43721	0.71407	0.04554	0.96411	LysR family transcriptional regulator	Transcription
sps_RS27545	0.18181	0.87974	-0.25408	0.92568	-0.07226	0.96411	hypothetical protein	Secondary Structure
sps_RS11300	0.53524	0.45288	-0.47931	0.77336	0.05593	0.96417	acetoacetate decarboxylase	Function Unknown
sps_RS17760	0.11413	0.92693	-0.18520	0.94353	-0.07107	0.96417	hypothetical protein	Function Unknown
sps_RS00675	-0.99384	0.44795	1.09505	0.66271	0.10120	0.96511	methyltransferase domain-containing protein	Function Unknown
sps_RS09425	-0.13746	0.80335	0.17161	0.90304	0.03415	0.96511	hypothetical protein	Cell wall/membrane/envelop biogenesis
sps_RS10210	0.99961	0.17253	-1.06415	0.29334	-0.06455	0.96511	propionyl-CoA synthetase	Lipid metabolism
sps_RS13410	-0.32309	0.71093	0.38211	0.87006	0.05902	0.96511	hypothetical protein	Function Unknown
sps_RS13895	0.49354	0.76399	-0.60227	0.89183	-0.10873	0.96511	N-acetyltransferase	Transcription
sps_RS23805	-0.36972	0.91952	0.57893	0.94151	0.20922	0.96511	hypothetical protein	Cell motility
sps_RS05470	-0.86179	0.16141	0.80854	0.38984	-0.05325	0.96521	allantoicase	Nucleotide metabolism and transport
sps_RS06410	0.14480	0.84887	-0.09900	0.95723	0.04580	0.96521	LysR family transcriptional regulator	Transcription
sps_RS11600	-0.02157	0.98684	-0.03168	0.98683	-0.05325	0.96521	glucose/galactose MFS transporter	Inorganic ion transport and metabolism
sps_RS27050	-0.25940	0.73996	0.20770	0.92001	-0.05170	0.96521	molybdopterin synthase sulfur carrier subunit	Coenzyme metabolism
sps_RS09920	-0.44992	0.66952	0.52105	0.84781	0.07113	0.96559	hypothetical protein	NA
sps_RS12285	-1.40156	0.55986	1.23251	0.85250	-0.16905	0.96559	hypothetical protein	NA
sps_RS14960	-1.29736	0.33677	1.39773	0.53909	0.10038	0.96559	hypothetical protein	NA
sps_RS15095	0.09660	0.87905	-0.06001	0.96839	0.03659	0.96559	TonB-dependent receptor	Inorganic ion transport and metabolism
sps_RS18195	-0.81521	0.30501	0.75168	0.61774	-0.06353	0.96559	CDP-glycerol glycerophosphotransferase	Cell wall/membrane/envelop biogenesis
sps_RS23000	0.08079	0.98933	-0.31587	0.97219	-0.23508	0.96559	hypothetical protein	NA
sps_RS23850	0.37978	0.58488	-0.42884	0.78522	-0.04906	0.96595	2-octaprenyl-6-methoxyphenyl hydroxylase	Coenzyme metabolism
sps_RS04910	0.63756	0.42458	-0.57715	0.74587	0.06041	0.96619	EscJ/YscJ/HrcJ family type III secretion inner membrane ring protein	Intracellular trafficking and secretion
sps_RS13270	-0.01509	0.98506	0.04884	0.97203	0.03375	0.96641	octaprenyl diphosphate synthase	Coenzyme metabolism
sps_RS05425	-0.05575	0.94896	0.01167	0.99353	-0.04408	0.96666	IS4 family transposase	Replication and repair
sps_RS25885	0.21762	0.69434	-0.18129	0.90501	0.03633	0.96668	peptidase M48	Post-translational modification, protein turnover, chaperone functions
sps_RS12735	-0.09238	0.87741	0.05888	0.96769	-0.03350	0.96714	DUF2913 domain-containing protein	Function Unknown
sps_RS03955	-0.12548	0.92297	0.19560	0.94361	0.07012	0.96730	ribonucleotide-diphosphate reductase subunit beta	Nucleotide metabolism and transport
sps_RS05175	0.57558	0.52508	-0.64047	0.74261	-0.06489	0.96730	type VI secretion system lipoprotein TssJ	Function Unknown
sps_RS04105	-0.71358	0.76582	0.56633	0.92568	-0.14725	0.96767	hypothetical protein	NA
sps_RS25830	0.27639	0.80778	-0.34414	0.90444	-0.06775	0.96767	peptidase M28	Function Unknown
sps_RS14160	-1.31716	0.69797	1.53458	0.86634	0.21742	0.96784	LysM peptidoglycan-binding domain-containing protein	NA
sps_RS02745	-0.49978	0.59194	0.56169	0.79191	0.06190	0.96801	NUDIX hydrolase	Replication and repair
sps_RS20410	0.41248	0.47531	-0.37152	0.79157	0.04096	0.96816	hypothetical protein	Function Unknown
sps_RS23665	-0.87720	0.29148	0.94077	0.48314	0.06357	0.96816	RidA family protein	Function Unknown
sps_RS05035	0.32840	0.49012	-0.29494	0.80414	0.03346	0.96828	hybrid sensor histidine kinase/response regulator	Signal Transduction
sps_RS12295	-0.59926	0.67966	0.51014	0.90265	-0.08912	0.96828	hypothetical protein	NA
sps_RS23735	-1.34166	0.41647	1.22254	0.73625	-0.11912	0.96828	hypothetical protein	NA
sps_RS23245	-0.13274	0.93282	0.05230	0.98683	-0.08044	0.96837	hypothetical protein	Replication and repair
sps_RS21495	0.53231	0.14315	-0.50290	0.35424	0.02941	0.96878	aminoacyl-tRNA hydrolase	Translation
sps_RS07640	-0.57082	0.54142	0.63352	0.75421	0.06270	0.96916	hypothetical protein	NA
sps_RS26265	0.29660	0.69102	-0.25002	0.90444	0.04658	0.96916	rod shape-determining protein MreC	Cell wall/membrane/envelop biogenesis
sps_RS24045	-0.09882	0.93282	0.15622	0.95085	0.05740	0.96969	hypothetical protein	NA
sps_RS05360	0.04281	0.97503	-0.10059	0.96869	-0.05778	0.97003	tRNA-Val	NA
sps_RS04870	1.34721	0.15239	-1.27362	0.36901	0.07359	0.97051	FliI/YscN family ATPase	Cell motility
sps_RS23210	-0.68468	0.59831	0.60200	0.87006	-0.08268	0.97088	hypothetical protein	NA
sps_RS08790	0.20044	0.78553	-0.24182	0.90224	-0.04138	0.97119	MoxR family ATPase	Function Unknown
sps_RS03165	-0.49790	0.62989	0.56050	0.82538	0.06260	0.97130	DUF2897 domain-containing protein	NA
sps_RS03720	0.42110	0.27935	-0.44938	0.46327	-0.02828	0.97130	S9 family peptidase	Amino Acid metabolis and transport
sps_RS04290	-0.64596	0.60252	0.71930	0.80838	0.07334	0.97130	hypothetical protein	Function Unknown
sps_RS11620	0.35347	0.57056	-0.39302	0.77971	-0.03955	0.97130	beta-N-acetylhexosaminidase	Carbohydrate metabolism and transport
sps_RS22705	-1.40262	0.05441	1.46050	0.09671	0.05788	0.97130	NADPH-dependent oxidoreductase	Function Unknown
sps_RS25360	-0.77753	0.71775	0.90284	0.87413	0.12530	0.97130	hypothetical protein	NA
sps_RS27735	0.75389	0.55148	-0.83599	0.76279	-0.08210	0.97130	23S ribosomal RNA	NA
sps_RS17320	0.08725	0.90864	-0.12367	0.93792	-0.03642	0.97163	DUF3391 domain-containing protein	Signal Transduction
sps_RS18390	-0.43259	0.76823	0.51508	0.89625	0.08249	0.97163	flagellin modification protein A	Lipid metabolism
sps_RS03085	-0.13755	0.91081	0.19591	0.93870	0.05836	0.97169	peptidase M48	Post-translational modification, protein turnover, chaperone functions
sps_RS18265	1.55763	0.69063	-1.31580	0.90265	0.24183	0.97189	IS4 family transposase	Replication and repair
sps_RS26720	0.42376	0.86800	-0.29345	0.96217	0.13031	0.97190	23S ribosomal RNA	NA
sps_RS06740	-0.31350	0.62873	0.27558	0.88155	-0.03792	0.97294	septum formation inhibitor Maf	Cell cycle control and mitosis
sps_RS05465	-0.41596	0.24838	0.44058	0.41894	0.02462	0.97309	OHCU decarboxylase	Nucleotide metabolism and transport
sps_RS19915	0.00867	0.99597	0.04942	0.98606	0.05809	0.97411	DNA-binding response regulator	Signal Transduction
sps_RS04430	0.30832	0.86107	-0.22158	0.95955	0.08674	0.97430	IS4 family transposase	Replication and repair
sps_RS18105	-0.45827	0.36772	0.42548	0.69088	-0.03279	0.97473	fructokinase	Carbohydrate metabolism and transport
sps_RS20120	0.08230	0.93648	-0.03638	0.98641	0.04591	0.97473	group 1 truncated hemoglobin	Function Unknown
